dia anom34 anom4 anom3 anom12
05-JAN-2020 0.69418 0.83046 0.57879 0.13319
06-JAN-2020 0.67837 0.76613 0.58464 0.27442
07-JAN-2020 0.59988 0.73038 0.50329 0.32716
08-JAN-2020 0.54388 0.75539 0.40380 0.33027
09-JAN-2020 0.50015 0.69406 0.33298 0.20573
10-JAN-2020 0.52203 0.68392 0.31660 0.05094
11-JAN-2020 0.51343 0.67372 0.24929 0.04200
12-JAN-2020 0.46254 0.57772 0.17596 0.03278
13-JAN-2020 0.45794 0.57134 0.15763 -0.06925
14-JAN-2020 0.47401 0.56720 0.11128 -0.23218
15-JAN-2020 0.47851 0.64752 0.03906 -0.40833
16-JAN-2020 0.42747 0.56288 -0.02144 -0.41259
17-JAN-2020 0.37907 0.52755 -0.07223 -0.35964
18-JAN-2020 0.27228 0.34531 -0.11279 -0.32997
19-JAN-2020 0.31868 0.40529 -0.10633 -0.14164
20-JAN-2020 0.41394 0.60062 -0.04085 0.05436
21-JAN-2020 0.39960 0.64842 -0.04297 0.07877
22-JAN-2020 0.38602 0.65559 -0.01855 0.06181
23-JAN-2020 0.39820 0.59645 0.00660 0.09394
24-JAN-2020 0.35753 0.49718 -0.00300 0.03360
25-JAN-2020 0.37777 0.54169 0.02640 0.16601
26-JAN-2020 0.44030 0.67938 0.00654 0.26380
27-JAN-2020 0.45507 0.69224 0.01110 0.33837
28-JAN-2020 0.46721 0.78194 0.01801 0.43377
29-JAN-2020 0.42135 0.79119 -0.03995 0.40895
30-JAN-2020 0.33036 0.77361 -0.12239 0.27581
31-JAN-2020 0.31210 0.73516 -0.13329 0.14205
01-FEB-2020 0.39489 0.77252 -0.08122 0.14860
02-FEB-2020 0.39788 0.70746 -0.04948 0.08566
03-FEB-2020 0.30335 0.58731 -0.04499 0.13896
04-FEB-2020 0.28183 0.65528 -0.05211 0.34255
05-FEB-2020 0.23580 0.54451 -0.06493 0.45382
06-FEB-2020 0.20136 0.54111 -0.06515 0.47776
07-FEB-2020 0.17668 0.53566 -0.04440 0.61801
08-FEB-2020 0.09908 0.48191 -0.02902 0.72559
09-FEB-2020 0.09452 0.43275 -0.02801 0.65473
10-FEB-2020 0.13224 0.35693 0.03350 0.53423
11-FEB-2020 0.19739 0.38756 0.07691 0.41860
12-FEB-2020 0.19836 0.40768 0.04420 0.35447
13-FEB-2020 0.19982 0.45170 0.03995 0.28635
14-FEB-2020 0.27069 0.48497 0.09320 0.32632
15-FEB-2020 0.31569 0.43403 0.10791 0.32679
16-FEB-2020 0.32900 0.56040 0.06124 0.34232
17-FEB-2020 0.31803 0.70376 0.01804 0.34116
18-FEB-2020 0.37315 0.80400 0.03723 0.28395
19-FEB-2020 0.40790 0.85035 0.06941 0.28302
20-FEB-2020 0.38800 0.68905 0.12682 0.34419
21-FEB-2020 0.36281 0.62112 0.12227 0.35208
22-FEB-2020 0.40032 0.65164 0.09027 0.30990
23-FEB-2020 0.36982 0.63659 0.08486 0.35052
24-FEB-2020 0.30511 0.60014 0.07512 0.51214
25-FEB-2020 0.26315 0.46190 0.10681 0.54974
26-FEB-2020 0.26666 0.53572 0.11741 0.64048
27-FEB-2020 0.26604 0.48452 0.11366 0.60418
28-FEB-2020 0.25798 0.41334 0.09387 0.52750
29-FEB-2020 0.29410 0.65857 0.05411 0.52067
01-MAR-2020 0.29688 0.72387 0.03514 0.58334
02-MAR-2020 0.28776 0.72385 0.02235 0.55608
03-MAR-2020 0.30168 0.76450 -0.06405 0.46829
04-MAR-2020 0.34796 0.79383 -0.11948 0.37538
05-MAR-2020 0.36652 0.75588 -0.10778 0.27852
06-MAR-2020 0.40106 0.74393 -0.08902 0.41886
07-MAR-2020 0.42578 0.81659 -0.03380 0.43907
08-MAR-2020 0.41097 0.83577 0.01911 0.29908
09-MAR-2020 0.40544 0.82707 0.09652 0.25869
10-MAR-2020 0.39382 0.75602 0.17921 0.22061
11-MAR-2020 0.39246 0.71173 0.25056 0.24242
12-MAR-2020 0.45939 0.65630 0.37838 0.24195
13-MAR-2020 0.52846 0.67300 0.43320 0.25682
14-MAR-2020 0.58344 0.74342 0.42921 0.31143
15-MAR-2020 0.66273 0.79786 0.38692 0.34298
16-MAR-2020 0.70786 0.86458 0.37067 0.50668
17-MAR-2020 0.72344 0.94825 0.39909 0.73347
18-MAR-2020 0.73063 0.87385 0.47751 0.89474
19-MAR-2020 0.73533 0.85113 0.53825 1.07991
20-MAR-2020 0.69509 0.93509 0.47147 1.21806
21-MAR-2020 0.66620 0.84524 0.42380 1.32551
22-MAR-2020 0.65405 0.84824 0.43645 1.40255
23-MAR-2020 0.64233 0.83147 0.46464 1.57659
24-MAR-2020 0.55473 0.73795 0.38642 1.52087
25-MAR-2020 0.44793 0.56363 0.32105 1.35084
26-MAR-2020 0.41899 0.49468 0.27552 1.15875
27-MAR-2020 0.43005 0.49368 0.25319 1.02689
28-MAR-2020 0.44761 0.51726 0.25905 0.92480
29-MAR-2020 0.36357 0.39448 0.25630 0.91083
30-MAR-2020 0.37448 0.44149 0.28669 0.93775
31-MAR-2020 0.50599 0.55996 0.39408 0.89107
01-APR-2020 0.54221 0.67142 0.44511 0.86399
02-APR-2020 0.51681 0.59971 0.42626 0.87131
03-APR-2020 0.52185 0.57386 0.39944 0.86672
04-APR-2020 0.52908 0.63760 0.44336 0.81567
05-APR-2020 0.52122 0.63448 0.51806 0.91850
06-APR-2020 0.47505 0.61868 0.49604 0.90750
07-APR-2020 0.49242 0.63810 0.48017 0.77990
08-APR-2020 0.55396 0.77009 0.51554 0.61766
09-APR-2020 0.58632 0.72893 0.57679 0.59474
10-APR-2020 0.60487 0.66676 0.61917 0.43251
11-APR-2020 0.61005 0.58060 0.68085 0.19398
12-APR-2020 0.59687 0.40993 0.72319 0.11455
13-APR-2020 0.58802 0.34640 0.71145 0.07861
14-APR-2020 0.63235 0.51594 0.66538 0.13589
15-APR-2020 0.71299 0.58608 0.71208 0.18520
16-APR-2020 0.70324 0.59897 0.73519 0.14965
17-APR-2020 0.65778 0.53718 0.72550 0.00670
18-APR-2020 0.59421 0.46232 0.66479 -0.08668
19-APR-2020 0.56492 0.44537 0.64333 -0.09194
20-APR-2020 0.56911 0.42083 0.64331 -0.05920
21-APR-2020 0.59097 0.43405 0.64301 0.07646
22-APR-2020 0.59365 0.44590 0.72382 0.25698
23-APR-2020 0.58930 0.44812 0.73696 0.30053
24-APR-2020 0.57354 0.45457 0.71006 0.38154
25-APR-2020 0.52415 0.42638 0.61078 0.46448
26-APR-2020 0.50467 0.33938 0.53537 0.54543
27-APR-2020 0.44105 0.21527 0.51532 0.48865
28-APR-2020 0.41775 0.18621 0.52156 0.44243
29-APR-2020 0.39979 0.16662 0.52406 0.38445
30-APR-2020 0.33995 0.07359 0.48932 0.29641
01-MAY-2020 0.27073 0.00020 0.44633 0.38344
02-MAY-2020 0.23927 0.03663 0.35754 0.48023
03-MAY-2020 0.18358 0.13517 0.25647 0.44557
04-MAY-2020 0.14648 0.13444 0.20625 0.46562
05-MAY-2020 0.09398 0.10532 0.21391 0.46187
06-MAY-2020 0.05247 0.06341 0.23798 0.46016
07-MAY-2020 0.11334 0.22154 0.26343 0.45672
08-MAY-2020 0.10955 0.25329 0.22357 0.41988
09-MAY-2020 0.06043 0.22480 0.17716 0.46144
10-MAY-2020 -0.04101 0.12819 0.15313 0.50383
11-MAY-2020 -0.08330 -0.10684 0.22914 0.42755
12-MAY-2020 -0.10821 -0.19662 0.24652 0.32070
13-MAY-2020 -0.16147 -0.09631 0.13660 0.36280
14-MAY-2020 -0.27395 -0.13352 -0.00319 0.35638
15-MAY-2020 -0.37717 -0.19050 -0.13661 0.33987
16-MAY-2020 -0.39871 -0.33383 -0.17772 0.23548
17-MAY-2020 -0.34087 -0.19344 -0.23151 0.16136
18-MAY-2020 -0.30834 -0.04626 -0.26600 0.15473
19-MAY-2020 -0.32111 0.02158 -0.32807 0.09802
20-MAY-2020 -0.26765 0.06347 -0.26555 -0.00854
21-MAY-2020 -0.18800 0.05635 -0.18222 -0.33479
22-MAY-2020 -0.20966 0.08370 -0.17720 -0.68442
23-MAY-2020 -0.28949 -0.00442 -0.28970 -0.93087
24-MAY-2020 -0.32662 -0.07731 -0.37116 -1.06047
25-MAY-2020 -0.33760 -0.00552 -0.43664 -1.03254
26-MAY-2020 -0.32837 0.04050 -0.42076 -0.86196
27-MAY-2020 -0.27637 0.01094 -0.39630 -0.81611
28-MAY-2020 -0.22076 -0.06079 -0.28348 -0.70851
29-MAY-2020 -0.17748 -0.02463 -0.15692 -0.51303
30-MAY-2020 -0.16252 -0.05693 -0.07658 -0.45435
31-MAY-2020 -0.15984 -0.18500 -0.06350 -0.58010
01-JUN-2020 -0.11511 -0.12121 -0.07648 -0.55283
02-JUN-2020 -0.05988 0.06820 -0.12738 -0.49649
03-JUN-2020 -0.00457 0.25690 -0.18786 -0.45795
04-JUN-2020 -0.06687 0.24347 -0.27945 -0.39943
05-JUN-2020 -0.13365 0.18441 -0.32904 -0.36251
06-JUN-2020 -0.17285 0.16081 -0.35239 -0.32282
07-JUN-2020 -0.28167 0.08493 -0.42533 -0.31423
08-JUN-2020 -0.28407 -0.06150 -0.37823 -0.37132
09-JUN-2020 -0.20022 -0.12073 -0.29041 -0.54873
10-JUN-2020 -0.20465 -0.01107 -0.31329 -0.60614
11-JUN-2020 -0.22833 0.04936 -0.37964 -0.75085
12-JUN-2020 -0.25769 0.01270 -0.47371 -0.99785
13-JUN-2020 -0.26518 0.02721 -0.56707 -1.16850
14-JUN-2020 -0.22944 0.00951 -0.65788 -1.19951
15-JUN-2020 -0.21248 0.19459 -0.74282 -1.08681
16-JUN-2020 -0.17317 0.24716 -0.74034 -0.86613
17-JUN-2020 -0.17238 0.26509 -0.69897 -0.75478
18-JUN-2020 -0.22613 0.28759 -0.71025 -0.70076
19-JUN-2020 -0.23130 0.32796 -0.72696 -0.85141
20-JUN-2020 -0.25010 0.20045 -0.71912 -0.95665
21-JUN-2020 -0.21612 0.15228 -0.69769 -0.98206
22-JUN-2020 -0.12644 0.14278 -0.60614 -0.92989
23-JUN-2020 -0.04310 0.18723 -0.48102 -0.91600
24-JUN-2020 0.02057 0.21498 -0.39864 -1.01972
25-JUN-2020 0.09316 0.30187 -0.31633 -1.02826
26-JUN-2020 0.13771 0.39917 -0.23573 -0.91735
27-JUN-2020 0.14255 0.39567 -0.18705 -0.84423
28-JUN-2020 0.13200 0.32570 -0.18818 -0.78114
29-JUN-2020 0.16269 0.36427 -0.18453 -0.79370
30-JUN-2020 0.09428 0.36155 -0.25346 -0.81566
01-JUL-2020 0.02974 0.28906 -0.27484 -0.77984
02-JUL-2020 -0.00942 0.18713 -0.25718 -0.82826
03-JUL-2020 0.01046 0.06475 -0.21567 -0.95630
04-JUL-2020 0.08574 0.12896 -0.19948 -0.99208
05-JUL-2020 0.12949 0.26811 -0.18288 -1.00387
06-JUL-2020 0.22116 0.42051 -0.10019 -0.99369
07-JUL-2020 0.30457 0.57302 -0.08286 -0.98555
08-JUL-2020 0.30916 0.62937 -0.15841 -1.05469
09-JUL-2020 0.30034 0.52456 -0.23648 -1.13780
10-JUL-2020 0.25073 0.43526 -0.27214 -1.26316
11-JUL-2020 0.13996 0.35302 -0.31471 -1.29416
12-JUL-2020 0.02440 0.23390 -0.33449 -1.29509
13-JUL-2020 -0.02121 0.17300 -0.35159 -1.25121
14-JUL-2020 -0.03685 0.11746 -0.36472 -1.16928
15-JUL-2020 -0.10013 0.00931 -0.42064 -1.05784
16-JUL-2020 -0.14230 0.03138 -0.44909 -0.89447
17-JUL-2020 -0.07166 0.20780 -0.41787 -0.78426
18-JUL-2020 0.01719 0.34719 -0.39123 -0.74639
19-JUL-2020 0.06320 0.42636 -0.35037 -0.73846
20-JUL-2020 0.05506 0.30423 -0.29655 -0.73837
21-JUL-2020 -0.02221 0.05377 -0.22416 -0.77594
22-JUL-2020 -0.05391 -0.08120 -0.17297 -0.85525
23-JUL-2020 -0.04644 -0.15416 -0.12480 -0.92584
24-JUL-2020 -0.02786 -0.04899 -0.13478 -0.97448
25-JUL-2020 -0.05510 -0.02900 -0.16418 -0.98802
26-JUL-2020 -0.12234 -0.08972 -0.20697 -1.11723
27-JUL-2020 -0.18116 -0.12541 -0.25620 -1.14945
28-JUL-2020 -0.20583 -0.12415 -0.28691 -1.17546
29-JUL-2020 -0.27539 -0.23943 -0.35556 -1.08880
30-JUL-2020 -0.35795 -0.40794 -0.37587 -1.04464
31-JUL-2020 -0.41639 -0.47662 -0.39173 -0.93391
01-AUG-2020 -0.42739 -0.51978 -0.38084 -0.86479
02-AUG-2020 -0.45536 -0.48783 -0.44743 -0.86808
03-AUG-2020 -0.46555 -0.52644 -0.44228 -0.93848
04-AUG-2020 -0.49241 -0.55414 -0.44742 -1.01315
05-AUG-2020 -0.50777 -0.54935 -0.47483 -1.11270
06-AUG-2020 -0.50602 -0.60704 -0.48066 -1.10168
07-AUG-2020 -0.53630 -0.70934 -0.44664 -1.12025
08-AUG-2020 -0.62612 -0.81948 -0.45755 -1.08145
09-AUG-2020 -0.69857 -0.84972 -0.46891 -0.97151
10-AUG-2020 -0.69927 -0.86018 -0.43580 -0.88843
11-AUG-2020 -0.63166 -0.81912 -0.37045 -0.80005
12-AUG-2020 -0.53491 -0.69051 -0.28034 -0.63722
13-AUG-2020 -0.35490 -0.48406 -0.14838 -0.50119
14-AUG-2020 -0.24605 -0.38803 -0.07035 -0.38511
15-AUG-2020 -0.22997 -0.38233 -0.05227 -0.33961
16-AUG-2020 -0.28338 -0.45047 -0.04229 -0.30245
17-AUG-2020 -0.34002 -0.55753 -0.07193 -0.33605
18-AUG-2020 -0.37431 -0.52711 -0.12393 -0.37785
19-AUG-2020 -0.43498 -0.63012 -0.20162 -0.42480
20-AUG-2020 -0.52164 -0.78708 -0.28008 -0.53982
21-AUG-2020 -0.56182 -0.77076 -0.34774 -0.67050
22-AUG-2020 -0.53233 -0.61280 -0.36903 -0.67527
23-AUG-2020 -0.51796 -0.51158 -0.41153 -0.63133
24-AUG-2020 -0.54850 -0.51668 -0.47631 -0.57532
25-AUG-2020 -0.56579 -0.50230 -0.50164 -0.59791
26-AUG-2020 -0.54474 -0.42780 -0.49843 -0.68050
27-AUG-2020 -0.47819 -0.38193 -0.46268 -0.67922
28-AUG-2020 -0.36771 -0.25584 -0.44717 -0.62721
29-AUG-2020 -0.37523 -0.18509 -0.53285 -0.55686
30-AUG-2020 -0.46126 -0.34896 -0.58442 -0.53406
31-AUG-2020 -0.57166 -0.53361 -0.68480 -0.63113
01-SEP-2020 -0.59231 -0.57378 -0.89849 -0.68213
02-SEP-2020 -0.61899 -0.59864 -1.00877 -0.81606
03-SEP-2020 -0.61143 -0.62101 -1.02559 -0.87100
04-SEP-2020 -0.59485 -0.56546 -1.01849 -0.93197
05-SEP-2020 -0.55148 -0.46595 -1.00302 -0.90292
06-SEP-2020 -0.54938 -0.53673 -0.96901 -1.03185
07-SEP-2020 -0.56281 -0.59500 -0.90814 -0.91758
08-SEP-2020 -0.57111 -0.59079 -0.88600 -0.77577
09-SEP-2020 -0.60002 -0.67067 -0.87246 -0.73529
10-SEP-2020 -0.61309 -0.69044 -0.85289 -0.66802
11-SEP-2020 -0.63018 -0.70816 -0.84357 -0.64305
12-SEP-2020 -0.64421 -0.73188 -0.85316 -0.61671
13-SEP-2020 -0.61669 -0.68981 -0.79687 -0.54059
14-SEP-2020 -0.54124 -0.57823 -0.76267 -0.45590
15-SEP-2020 -0.49768 -0.60790 -0.73225 -0.40655
16-SEP-2020 -0.51092 -0.63658 -0.76466 -0.38004
17-SEP-2020 -0.56087 -0.71536 -0.79825 -0.43016
18-SEP-2020 -0.63478 -0.73940 -0.82387 -0.46127
19-SEP-2020 -0.67870 -0.80657 -0.79856 -0.46986
20-SEP-2020 -0.69585 -0.83806 -0.78912 -0.47851
21-SEP-2020 -0.69734 -0.85056 -0.80972 -0.53944
22-SEP-2020 -0.70797 -0.85384 -0.79524 -0.53685
23-SEP-2020 -0.70442 -0.89642 -0.76594 -0.50159
24-SEP-2020 -0.68192 -0.92933 -0.73171 -0.51558
25-SEP-2020 -0.70343 -0.91794 -0.67642 -0.52237
26-SEP-2020 -0.72730 -0.88853 -0.64026 -0.54245
27-SEP-2020 -0.71482 -0.86471 -0.62781 -0.58435
28-SEP-2020 -0.64847 -0.84060 -0.55372 -0.67827
29-SEP-2020 -0.63023 -0.87311 -0.48088 -0.80411
30-SEP-2020 -0.63465 -0.91821 -0.42971 -0.81534
01-OCT-2020 -0.64772 -0.95006 -0.42430 -0.80637
02-OCT-2020 -0.65405 -0.97256 -0.44980 -0.77736
03-OCT-2020 -0.69058 -0.99703 -0.52178 -0.84019
04-OCT-2020 -0.74800 -0.98998 -0.58536 -0.80219
05-OCT-2020 -0.79906 -0.91960 -0.76444 -0.75785
06-OCT-2020 -0.74249 -0.83342 -0.78942 -0.74379
07-OCT-2020 -0.69437 -0.82008 -0.81265 -0.76674
08-OCT-2020 -0.76792 -0.90259 -0.88397 -0.77817
09-OCT-2020 -0.86302 -1.01065 -0.92664 -0.66139
10-OCT-2020 -0.91750 -1.06137 -0.91072 -0.56820
11-OCT-2020 -0.93040 -1.01151 -0.89689 -0.50366
12-OCT-2020 -0.94690 -0.95552 -0.91789 -0.48729
13-OCT-2020 -0.95439 -1.04716 -0.84968 -0.46550
14-OCT-2020 -0.98599 -1.13217 -0.77286 -0.37114
15-OCT-2020 -1.03508 -1.18483 -0.72863 -0.39964
16-OCT-2020 -1.05361 -1.23113 -0.68829 -0.38365
17-OCT-2020 -1.02944 -1.22665 -0.63990 -0.41948
18-OCT-2020 -1.01077 -1.18150 -0.59971 -0.42179
19-OCT-2020 -1.04584 -1.16769 -0.61680 -0.47821
20-OCT-2020 -1.11625 -1.16959 -0.67502 -0.57252
21-OCT-2020 -1.14517 -1.14365 -0.73357 -0.61037
22-OCT-2020 -1.14206 -1.09737 -0.78278 -0.63673
23-OCT-2020 -1.14828 -1.05636 -0.82506 -0.72242
24-OCT-2020 -1.15476 -1.02288 -0.87719 -0.76498
25-OCT-2020 -1.22703 -1.07787 -0.96979 -0.80728
26-OCT-2020 -1.38128 -1.18860 -1.11656 -0.89285
27-OCT-2020 -1.48982 -1.29740 -1.16961 -0.94118
28-OCT-2020 -1.62216 -1.42044 -1.24317 -0.93615
29-OCT-2020 -1.66823 -1.40492 -1.27327 -0.93183
30-OCT-2020 -1.72059 -1.39182 -1.27902 -0.94998
31-OCT-2020 -1.68154 -1.34431 -1.21172 -0.95965
01-NOV-2020 -1.58421 -1.28764 -1.11176 -1.01478
02-NOV-2020 -1.41613 -1.16554 -0.95929 -0.94583
03-NOV-2020 -1.29713 -1.07749 -0.83423 -0.89658
04-NOV-2020 -1.24415 -0.98647 -0.83584 -0.87187
05-NOV-2020 -1.21754 -0.90132 -0.88141 -0.88216
06-NOV-2020 -1.19780 -0.91161 -0.94863 -0.95706
07-NOV-2020 -1.15152 -0.96466 -0.93122 -1.00742
08-NOV-2020 -0.99061 -0.74080 -0.85839 -1.02956
09-NOV-2020 -0.84605 -0.65491 -0.81528 -0.97380
10-NOV-2020 -0.82279 -0.57070 -0.81538 -0.66370
11-NOV-2020 -0.83769 -0.50487 -0.79839 -0.39457
12-NOV-2020 -0.80234 -0.42791 -0.77571 -0.14759
13-NOV-2020 -0.77920 -0.44343 -0.74695 -0.03867
14-NOV-2020 -0.75526 -0.37859 -0.75819 -0.06826
15-NOV-2020 -0.71663 -0.29796 -0.75919 -0.22380
16-NOV-2020 -0.72535 -0.33924 -0.75393 -0.26789
17-NOV-2020 -0.79830 -0.43629 -0.77476 -0.33428
18-NOV-2020 -0.93344 -0.58141 -0.86760 -0.45926
19-NOV-2020 -1.03286 -0.63184 -0.94099 -0.48876
20-NOV-2020 -0.99528 -0.64183 -0.95549 -0.51719
21-NOV-2020 -1.01814 -0.66230 -1.02246 -0.50566
22-NOV-2020 -1.05570 -0.70530 -1.04108 -0.49334
23-NOV-2020 -1.04991 -0.71927 -1.03614 -0.47960
24-NOV-2020 -1.03303 -0.70830 -1.03501 -0.50121
25-NOV-2020 -1.03681 -0.77731 -1.06310 -0.61354
26-NOV-2020 -1.08514 -0.93742 -1.07174 -0.71918
27-NOV-2020 -1.14327 -0.98140 -1.10849 -0.84540
28-NOV-2020 -1.16740 -1.03916 -1.13764 -0.87183
29-NOV-2020 -1.18635 -1.08820 -1.13778 -0.88396
30-NOV-2020 -1.18285 -1.17835 -1.10028 -0.87959
01-DEC-2020 -1.20682 -1.33067 -1.03084 -0.83721
02-DEC-2020 -1.21402 -1.44073 -0.88611 -0.75911
03-DEC-2020 -1.12933 -1.37368 -0.71751 -0.70314
04-DEC-2020 -1.08167 -1.30839 -0.64449 -0.59834
05-DEC-2020 -1.05633 -1.30718 -0.58268 -0.51210
06-DEC-2020 -1.01195 -1.26130 -0.53592 -0.48933
07-DEC-2020 -0.93328 -1.16286 -0.46753 -0.51806
08-DEC-2020 -0.89486 -1.07458 -0.46213 -0.44022
09-DEC-2020 -0.88893 -1.02191 -0.53295 -0.39113
10-DEC-2020 -0.91521 -1.00369 -0.63535 -0.52838
11-DEC-2020 -0.92859 -0.98365 -0.68856 -0.49262
12-DEC-2020 -0.90821 -0.96421 -0.68357 -0.52382
13-DEC-2020 -0.87481 -0.92746 -0.66738 -0.60412
14-DEC-2020 -0.80755 -0.82892 -0.67619 -0.71445
15-DEC-2020 -0.80257 -0.81207 -0.65884 -0.78993
16-DEC-2020 -0.81247 -0.79588 -0.59824 -0.89177
17-DEC-2020 -0.84671 -0.87726 -0.60142 -0.91115
18-DEC-2020 -0.85628 -0.77077 -0.62568 -0.86997
19-DEC-2020 -0.84104 -0.70478 -0.69052 -0.97044
20-DEC-2020 -0.87901 -0.69299 -0.72637 -0.93482
21-DEC-2020 -0.90219 -0.73515 -0.74224 -0.93202
22-DEC-2020 -0.89362 -0.72440 -0.75890 -0.97495
23-DEC-2020 -0.84133 -0.73275 -0.73717 -1.00450
24-DEC-2020 -0.84769 -0.80622 -0.77319 -1.09432
25-DEC-2020 -0.86300 -0.88504 -0.78136 -1.22100
26-DEC-2020 -0.91986 -1.06992 -0.78713 -1.27389
27-DEC-2020 -0.92936 -1.07307 -0.76774 -1.31286
28-DEC-2020 -0.92685 -1.07817 -0.73409 -1.30090
29-DEC-2020 -0.92930 -1.16062 -0.70617 -1.28242
30-DEC-2020 -0.98718 -1.25437 -0.69578 -1.38288
31-DEC-2020 -1.03963 -1.36622 -0.70696 -1.47507
01-JAN-2021 -1.05682 -1.39479 -0.68763 -1.42470
02-JAN-2021 -1.04348 -1.34980 -0.68797 -1.33891
03-JAN-2021 -1.03853 -1.28108 -0.73014 -1.26418
04-JAN-2021 -1.07201 -1.34403 -0.78286 -1.25038
05-JAN-2021 -1.10327 -1.41286 -0.81196 -1.15178
06-JAN-2021 -1.11772 -1.44083 -0.79079 -0.98287
07-JAN-2021 -1.03587 -1.37759 -0.72280 -0.84788
08-JAN-2021 -1.00966 -1.40955 -0.69050 -0.75854
09-JAN-2021 -1.04544 -1.45860 -0.69657 -0.60858
10-JAN-2021 -1.06388 -1.42814 -0.70307 -0.56867
11-JAN-2021 -1.03545 -1.43402 -0.66778 -0.61664
12-JAN-2021 -0.99355 -1.45297 -0.61692 -0.76135
13-JAN-2021 -1.01489 -1.49236 -0.61875 -0.85360
14-JAN-2021 -1.04313 -1.47649 -0.62363 -0.81637
15-JAN-2021 -1.11394 -1.52846 -0.65215 -0.77947
16-JAN-2021 -1.14475 -1.50346 -0.61633 -0.82573
17-JAN-2021 -1.12625 -1.48429 -0.57083 -0.89771
18-JAN-2021 -1.08463 -1.47964 -0.55058 -0.87778
19-JAN-2021 -1.01030 -1.34296 -0.53921 -0.77971
20-JAN-2021 -0.89325 -1.17099 -0.48584 -0.69724
21-JAN-2021 -0.81631 -0.97130 -0.42134 -0.74312
22-JAN-2021 -0.80196 -0.91093 -0.40794 -0.67588
23-JAN-2021 -0.78829 -0.85307 -0.40030 -0.51372
24-JAN-2021 -0.78401 -0.85915 -0.37303 -0.41267
25-JAN-2021 -0.79649 -0.88055 -0.36969 -0.35613
26-JAN-2021 -0.81949 -0.93133 -0.34981 -0.27458
27-JAN-2021 -0.83853 -1.00376 -0.33334 -0.15562
28-JAN-2021 -0.85160 -1.05961 -0.37567 -0.21194
29-JAN-2021 -0.88340 -1.10603 -0.44370 -0.17246
30-JAN-2021 -0.88904 -1.08497 -0.47953 -0.17534
31-JAN-2021 -0.94258 -1.08892 -0.55683 -0.20030
01-FEB-2021 -0.92181 -1.10858 -0.62354 -0.32244
02-FEB-2021 -0.89595 -1.10266 -0.66734 -0.34745
03-FEB-2021 -0.89561 -1.07643 -0.69955 -0.30974
04-FEB-2021 -0.88306 -1.07304 -0.63570 -0.33249
05-FEB-2021 -0.87790 -1.04535 -0.59406 -0.34735
06-FEB-2021 -0.86898 -1.09043 -0.61572 -0.38372
07-FEB-2021 -0.83990 -1.16274 -0.64637 -0.47160
08-FEB-2021 -0.87088 -1.16342 -0.72434 -0.50978
09-FEB-2021 -0.99898 -1.08027 -0.84928 -0.51459
10-FEB-2021 -1.04078 -1.05312 -0.89402 -0.41089
11-FEB-2021 -1.07544 -1.28106 -0.86198 -0.24593
12-FEB-2021 -1.03703 -1.29974 -0.82974 -0.19188
13-FEB-2021 -0.98368 -1.18513 -0.77244 -0.22775
14-FEB-2021 -0.93614 -1.13368 -0.70176 -0.32721
15-FEB-2021 -0.88885 -1.08701 -0.63117 -0.39679
16-FEB-2021 -0.77112 -1.05616 -0.60161 -0.30358
17-FEB-2021 -0.73802 -0.94133 -0.64491 -0.23528
18-FEB-2021 -0.72591 -0.71399 -0.67765 -0.20003
19-FEB-2021 -0.75742 -0.75669 -0.69450 -0.11261
20-FEB-2021 -0.80594 -0.99701 -0.68007 -0.12093
21-FEB-2021 -0.89532 -1.15199 -0.72945 -0.18418
22-FEB-2021 -0.99142 -1.15285 -0.80877 -0.18121
23-FEB-2021 -1.02165 -1.06974 -0.86535 -0.34491
24-FEB-2021 -1.07427 -1.05404 -0.95000 -0.51011
25-FEB-2021 -1.17205 -1.12197 -1.02539 -0.66029
26-FEB-2021 -1.27056 -1.22570 -1.11930 -1.03805
27-FEB-2021 -1.26175 -1.18345 -1.19517 -0.90807
28-FEB-2021 -1.19990 -1.04059 -1.22446 -0.91235
01-MAR-2021 -1.09789 -0.88825 -1.12713 -0.84711
02-MAR-2021 -0.98014 -0.85739 -0.93996 -0.52293
03-MAR-2021 -0.81198 -0.92125 -0.68986 -0.04494
04-MAR-2021 -0.68425 -0.93618 -0.47020 0.16918
05-MAR-2021 -0.59981 -0.83180 -0.38844 0.30806
06-MAR-2021 -0.49707 -0.67920 -0.30635 0.36334
07-MAR-2021 -0.34192 -0.49104 -0.15252 0.37674
08-MAR-2021 -0.28023 -0.50118 -0.04485 0.46707
09-MAR-2021 -0.28373 -0.36529 -0.01390 0.52501
10-MAR-2021 -0.34280 -0.23561 -0.05652 0.55400
11-MAR-2021 -0.40914 -0.17342 -0.14010 0.45162
12-MAR-2021 -0.42815 -0.26240 -0.18054 0.41772
13-MAR-2021 -0.42785 -0.29507 -0.15627 0.35428
14-MAR-2021 -0.44805 -0.26158 -0.18661 0.34094
15-MAR-2021 -0.49569 -0.28151 -0.20582 0.24127
16-MAR-2021 -0.50938 -0.30933 -0.23608 0.19674
17-MAR-2021 -0.51216 -0.36750 -0.28924 0.09114
18-MAR-2021 -0.51497 -0.34676 -0.31578 -0.08531
19-MAR-2021 -0.49643 -0.35236 -0.34458 -0.24669
20-MAR-2021 -0.49547 -0.41207 -0.35347 -0.30287
